Order Date,Ship Date,Ship Mode,Segment,City,State,Postal Code,Region,Category,Sub-Category,Product Name,Sales,Year,Month,Month_Name,Sales_log
2017-11-05,2017-11-08,First Class,Consumer,San Francisco,California,94109.0,West,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,53.248,2017,11,Nov,3.993566125381541
2017-12-26,2017-12-30,Standard Class,Corporate,New York City,New York,10024.0,East,Office Supplies,Binders,Round Ring Binders,4.992,2017,12,Dec,1.7904252462149184
2016-04-13,2016-04-19,Standard Class,Corporate,Los Angeles,California,90036.0,West,Furniture,Furnishings,Flat Face Poster Frame,37.68,2016,4,Apr,3.6553226705850936
2016-04-13,2016-04-19,Standard Class,Corporate,Los Angeles,California,90036.0,West,Technology,Phones,Aastra 57i VoIP phone,258.576,2016,4,Apr,5.559049530633219
2016-04-13,2016-04-19,Standard Class,Corporate,Los Angeles,California,90036.0,West,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,75.84,2016,4,Apr,4.341725337900356
2018-09-12,2018-09-15,First Class,Corporate,Woonsocket,Rhode Island,2895.0,East,Office Supplies,Paper,Xerox 209,45.36,2018,9,Sep,3.836437018471551
2018-09-12,2018-09-15,First Class,Corporate,Woonsocket,Rhode Island,2895.0,East,Office Supplies,Binders,Aluminum Screw Posts,45.78,2018,9,Sep,3.845455761156033
2018-09-24,2018-09-27,First Class,Consumer,Columbus,Georgia,31907.0,South,Office Supplies,Storage,Fellowes Desktop Hanging File Manager,40.29,2018,9,Sep,3.720620339897999
2018-09-24,2018-09-27,First Class,Consumer,Columbus,Georgia,31907.0,South,Office Supplies,Binders,Avery Durable Poly Binders,38.71,2018,9,Sep,3.6816030451431603
2016-10-10,2016-10-15,Standard Class,Consumer,Jacksonville,Florida,32216.0,South,Office Supplies,Storage,Tennsco Single-Tier Lockers,1801.632,2016,10,Oct,7.497003098100546
2016-11-27,2016-12-03,Standard Class,Home Office,Philadelphia,Pennsylvania,19140.0,East,Technology,Phones,LG Exalt,748.752,2016,11,Nov,6.619742485181413
2016-09-13,2016-09-18,Standard Class,Consumer,Columbus,Indiana,47201.0,Central,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,199.96,2016,9,Sep,5.303105883279834
2016-09-13,2016-09-18,Standard Class,Consumer,Columbus,Indiana,47201.0,Central,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1516.2,2016,9,Sep,7.324621809814744
2018-11-14,2018-11-18,Standard Class,Consumer,Pasadena,Texas,77506.0,Central,Technology,Accessories,V7 USB Numeric Keypad,167.952,2018,11,Nov,5.129614650912074
2018-11-14,2018-11-18,Standard Class,Consumer,Pasadena,Texas,77506.0,Central,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",45.04,2018,11,Nov,3.829510583853682
2018-05-05,2018-05-09,Standard Class,Consumer,San Francisco,California,94122.0,West,Office Supplies,Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown",23.16,2018,5,May,3.184698373066614
2015-11-28,2015-12-01,Second Class,Corporate,Columbia,South Carolina,29203.0,South,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,397.6,2015,11,Nov,5.987958407778694
2015-11-28,2015-12-01,Second Class,Corporate,Columbia,South Carolina,29203.0,South,Office Supplies,Paper,Xerox 1933,85.96,2015,11,Nov,4.465448242812954
2015-11-28,2015-12-01,Second Class,Corporate,Columbia,South Carolina,29203.0,South,Office Supplies,Art,Crayola Colored Pencils,13.12,2015,11,Nov,2.647592232065096
2015-11-28,2015-12-01,Second Class,Corporate,Columbia,South Carolina,29203.0,South,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",45.66,2015,11,Nov,3.842887266593284
2015-05-10,2015-05-15,Standard Class,Consumer,Kent,Washington,98031.0,West,Office Supplies,Envelopes,"Strathmore #10 Envelopes, Ultimate White",158.13,2015,5,May,5.0697214782220925
2015-05-10,2015-05-15,Standard Class,Consumer,Kent,Washington,98031.0,West,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.6,2015,5,May,3.7977338590260183
2017-03-03,2017-03-08,Standard Class,Consumer,Round Rock,Texas,78664.0,Central,Office Supplies,Supplies,High Speed Automatic Electric Letter Opener,3930.072,2017,3,Mar,8.276667441204266
2017-03-03,2017-03-08,Standard Class,Consumer,Round Rock,Texas,78664.0,Central,Office Supplies,Fasteners,"Acco Banker's Clasps, 5 3/4""-Long",2.304,2017,3,Mar,1.1951338556587316
2017-03-03,2017-03-08,Standard Class,Consumer,Round Rock,Texas,78664.0,Central,Technology,Phones,Polycom VVX 310 VoIP phone,431.976,2017,3,Mar,6.070682299214611
2017-03-03,2017-03-08,Standard Class,Consumer,Round Rock,Texas,78664.0,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",41.72,2017,3,Mar,3.7546671946519394
2016-08-15,2016-08-19,Standard Class,Consumer,Oakland,California,94601.0,West,Furniture,Furnishings,Tensor Computer Mounted Lamp,104.23,2016,8,Aug,4.656148430752721
2016-08-15,2016-08-19,Standard Class,Consumer,Oakland,California,94601.0,West,Office Supplies,Storage,Mobile Personal File Cube,70.26,2016,8,Aug,4.26633516017769
2016-09-12,2016-09-18,Standard Class,Consumer,Auburn,New York,13021.0,East,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2016,9,Sep,2.3282528397426234
2016-09-12,2016-09-18,Standard Class,Consumer,Auburn,New York,13021.0,East,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",105.98,2016,9,Sep,4.672641901103104
2016-09-12,2016-09-18,Standard Class,Consumer,Auburn,New York,13021.0,East,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",1.24,2016,9,Sep,0.8064758658669484
2016-09-12,2016-09-18,Standard Class,Consumer,Auburn,New York,13021.0,East,Office Supplies,Labels,Avery 489,20.7,2016,9,Sep,3.077312260546414
2016-09-12,2016-09-18,Standard Class,Consumer,Auburn,New York,13021.0,East,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),28.9,2016,9,Sep,3.3978584803966405
2016-09-12,2016-09-18,Standard Class,Consumer,Auburn,New York,13021.0,East,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",27.18,2016,9,Sep,3.3386125064705343
2016-01-12,2016-01-18,Standard Class,Corporate,Newark,Delaware,19711.0,East,Office Supplies,Storage,"Dual Level, Single-Width Filing Carts",465.18,2016,1,Jan,6.144571825638524
2016-05-12,2016-05-16,Second Class,Consumer,New York City,New York,10024.0,East,Office Supplies,Storage,Portable Personal File Box,36.63,2016,5,May,3.627801604605346
2017-09-26,2017-09-26,Same Day,Consumer,Redlands,California,92374.0,West,Office Supplies,Storage,Advantus Rolling Storage Box,51.45,2017,9,Sep,3.9598603348423063
2017-09-26,2017-09-26,Same Day,Consumer,Redlands,California,92374.0,West,Office Supplies,Labels,Avery 494,7.83,2017,9,Sep,2.178155014615869
2017-09-26,2017-09-26,Same Day,Consumer,Redlands,California,92374.0,West,Office Supplies,Art,SANFORD Major Accent Highlighters,35.4,2017,9,Sep,3.594568774642695
2017-09-26,2017-09-26,Same Day,Consumer,Redlands,California,92374.0,West,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),29.9,2017,9,Sep,3.4307561839036995
2018-09-09,2018-09-15,Standard Class,Consumer,Roseville,Michigan,48066.0,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",17.48,2018,9,Sep,2.916689066213538
2018-04-15,2018-04-17,Second Class,Corporate,Los Angeles,California,90049.0,West,Office Supplies,Paper,Xerox 1883,79.14,2018,4,Apr,4.383775105207999
2018-06-10,2018-06-14,Standard Class,Corporate,New York City,New York,10011.0,East,Office Supplies,Art,Prang Dustless Chalk Sticks,8.4,2018,6,Jun,2.2407096892759584
2018-09-01,2018-09-01,Same Day,Consumer,Detroit,Michigan,48205.0,Central,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,498.26,2018,9,Sep,6.213127002140394
2015-06-14,2015-06-20,Standard Class,Home Office,Detroit,Michigan,48234.0,Central,Furniture,Bookcases,"Hon Metal Bookcases, Gray",212.94,2015,6,Jun,5.3656956018779844
2018-05-18,2018-05-22,Second Class,Home Office,Springfield,Missouri,65807.0,Central,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,706.86,2018,5,May,6.562246334027572
2018-05-18,2018-05-22,Second Class,Home Office,Springfield,Missouri,65807.0,Central,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,114.95,2018,5,May,4.753159063701541
2018-05-18,2018-05-22,Second Class,Home Office,Springfield,Missouri,65807.0,Central,Office Supplies,Binders,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",43.19,2018,5,May,3.7884985191426486
2018-09-12,2018-09-17,Second Class,Consumer,Los Angeles,California,90036.0,West,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",166.44,2018,9,Sep,5.120625078137745
2017-06-21,2017-06-26,Standard Class,Consumer,New York City,New York,10011.0,East,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,36.56,2017,6,Jun,3.6259396543400624
2017-06-21,2017-06-26,Standard Class,Consumer,New York City,New York,10011.0,East,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",186.144,2017,6,Jun,5.231878373991466
2017-06-21,2017-06-26,Standard Class,Consumer,New York City,New York,10011.0,East,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,353.568,2017,6,Jun,5.8709001470412145
2015-11-26,2015-12-01,Standard Class,Home Office,San Francisco,California,94109.0,West,Office Supplies,Paper,Xerox 1893,81.98,2015,11,Nov,4.418599614904722
2018-03-19,2018-03-22,Second Class,Consumer,Fresno,California,93727.0,West,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,14.624,2018,3,Mar,2.748808193574378
2018-03-19,2018-03-22,Second Class,Consumer,Fresno,California,93727.0,West,Furniture,Tables,Chromcraft Round Conference Tables,697.16,2018,3,Mar,6.548448302855056
2018-03-19,2018-03-22,Second Class,Consumer,Fresno,California,93727.0,West,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",30.93,2018,3,Mar,3.4635460067266908
2018-03-19,2018-03-22,Second Class,Consumer,Fresno,California,93727.0,West,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",27.496,2018,3,Mar,3.3497637265473057
2015-10-18,2015-10-22,Standard Class,Corporate,Texarkana,Arkansas,71854.0,South,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,605.34,2015,10,Oct,6.407440884841794
2018-08-22,2018-08-23,First Class,Consumer,San Francisco,California,94110.0,West,Furniture,Tables,Hon Racetrack Conference Tables,210.008,2018,8,Aug,5.351896047449266
2017-11-19,2017-11-22,First Class,Corporate,Indianapolis,Indiana,46203.0,Central,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,54.96,2017,11,Nov,4.024637149797281
2015-09-20,2015-09-24,Standard Class,Consumer,Columbia,Maryland,21044.0,East,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",164.22,2015,9,Sep,5.10727791913436
2015-09-20,2015-09-24,Standard Class,Consumer,Columbia,Maryland,21044.0,East,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,362.94,2015,9,Sep,5.896989018885097
2015-09-20,2015-09-24,Standard Class,Consumer,Columbia,Maryland,21044.0,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,59.98,2015,9,Sep,4.110545941560109
2017-09-11,2017-09-17,Standard Class,Consumer,San Jose,California,95123.0,West,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",332.94,2017,9,Sep,5.810961336120811
2017-09-11,2017-09-17,Standard Class,Consumer,San Jose,California,95123.0,West,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,39.872,2017,9,Sep,3.710445232028497
2017-09-23,2017-09-26,Second Class,Corporate,Seattle,Washington,98115.0,West,Office Supplies,Supplies,Acme Design Stainless Steel Bent Scissors,13.68,2017,9,Sep,2.6864860231863696
2018-08-04,2018-08-08,Standard Class,Corporate,Carrollton,Texas,75007.0,Central,Office Supplies,Binders,Avery Durable Poly Binders,3.318,2018,8,Aug,1.4627923320926155
2017-07-25,2017-07-26,First Class,Home Office,Arlington,Virginia,22204.0,South,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10.44,2017,7,Jul,2.437115985951652
2017-08-02,2017-08-04,Second Class,Corporate,Los Angeles,California,90032.0,West,Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,2017,8,Aug,4.923362064644444
2017-08-02,2017-08-04,Second Class,Corporate,Los Angeles,California,90032.0,West,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,333.576,2017,8,Aug,5.812864058544444
2017-08-02,2017-08-04,Second Class,Corporate,Los Angeles,California,90032.0,West,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,12.544,2017,8,Aug,2.6059436448308344
2016-05-21,2016-05-27,Standard Class,Consumer,Frankfort,Illinois,60423.0,Central,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,20.768,2016,5,May,3.080441001480945
2018-11-03,2018-11-05,Second Class,Consumer,Seattle,Washington,98105.0,West,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,43.5,2018,11,Nov,3.7954891891721947
2016-04-16,2016-04-21,Standard Class,Corporate,Philadelphia,Pennsylvania,19143.0,East,Office Supplies,Fasteners,Staples,12.576,2016,4,Apr,2.608303527931925
2017-12-12,2017-12-18,Standard Class,Consumer,Columbus,Georgia,31907.0,South,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,249.95,2017,12,Dec,5.525253716100942
2017-12-12,2017-12-18,Standard Class,Consumer,Columbus,Georgia,31907.0,South,Office Supplies,Paper,Xerox 1907,49.12,2017,12,Dec,3.9144201300278674
2016-10-30,2016-11-02,First Class,Consumer,Virginia Beach,Virginia,23464.0,South,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,182.91,2016,10,Oct,5.21444650751089
2015-03-07,2015-03-11,Second Class,Home Office,Des Moines,Washington,98198.0,West,Office Supplies,Binders,Catalog Binders with Expanding Posts,107.648,2015,3,Mar,4.688113298801767
2016-03-05,2016-03-07,Second Class,Corporate,Bethlehem,Pennsylvania,18018.0,East,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",99.372,2016,3,Mar,4.608883283899974
2016-03-05,2016-03-07,Second Class,Corporate,Bethlehem,Pennsylvania,18018.0,East,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,33.568,2016,3,Mar,3.542928398629632
2017-08-08,2017-08-14,Standard Class,Consumer,Oklahoma City,Oklahoma,73120.0,Central,Office Supplies,Paper,Xerox 1954,10.56,2017,8,Aug,2.4475508632442313
2018-01-03,2018-01-08,Standard Class,Consumer,Rancho Cucamonga,California,91730.0,West,Office Supplies,Paper,Xerox 1905,38.88,2018,1,Jan,3.6858749450936377
2018-10-09,2018-10-11,First Class,Consumer,Los Angeles,California,90032.0,West,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",35.2,2018,10,Oct,3.5890591188317256
2018-10-20,2018-10-26,Standard Class,Home Office,Philadelphia,Pennsylvania,19120.0,East,Office Supplies,Paper,Xerox 1887,45.528,2018,10,Oct,3.8400542819110544
2015-09-07,2015-09-10,First Class,Home Office,Houston,Texas,77036.0,Central,Technology,Phones,Panasonic KX TS3282B Corded phone,196.776,2015,9,Sep,5.287135077145467
2015-09-07,2015-09-10,First Class,Home Office,Houston,Texas,77036.0,Central,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",2.92,2015,9,Sep,1.366091653802371
2015-09-07,2015-09-10,First Class,Home Office,Houston,Texas,77036.0,Central,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",200.795,2015,9,Sep,5.307252330605616
2015-09-07,2015-09-10,First Class,Home Office,Houston,Texas,77036.0,Central,Technology,Accessories,Belkin Standard 104 key USB Keyboard,46.688,2015,9,Sep,3.8646797939176256
2015-09-07,2015-09-10,First Class,Home Office,Houston,Texas,77036.0,Central,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,21.864,2015,9,Sep,3.1295636211875117
2018-09-30,2018-10-03,First Class,Corporate,Seattle,Washington,98103.0,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11.76,2018,9,Sep,2.546315277916644
2018-09-30,2018-10-03,First Class,Corporate,Seattle,Washington,98103.0,West,Office Supplies,Paper,Xerox 1882,167.94,2018,9,Sep,5.129543622299351
2018-09-30,2018-10-03,First Class,Corporate,Seattle,Washington,98103.0,West,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,2018,9,Sep,1.5871923034867808
2018-11-16,2018-11-21,Standard Class,Home Office,Yonkers,New York,10701.0,East,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,52.44,2018,11,Nov,3.97855952922839
2018-09-11,2018-09-11,Same Day,Consumer,San Francisco,California,94110.0,West,Furniture,Furnishings,"6"" Cubicle Wall Clock, Black",32.36,2018,9,Sep,3.507357577490546
2018-09-11,2018-09-11,Same Day,Consumer,San Francisco,California,94110.0,West,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,406.6,2018,9,Sep,6.01028630134857
2018-01-16,2018-01-16,Same Day,Corporate,Los Angeles,California,90008.0,West,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",27.92,2018,1,Jan,3.3645333972905638
2018-01-16,2018-01-16,Same Day,Corporate,Los Angeles,California,90008.0,West,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",399.672,2018,1,Jan,5.993143137486538
2017-11-26,2017-11-29,First Class,Home Office,Miami,Florida,33142.0,South,Office Supplies,Binders,Zipper Ring Binder Pockets,3.744,2017,11,Nov,1.5568806616954243
2016-11-07,2016-11-09,Second Class,Consumer,Burlington,Vermont,5401.0,East,Furniture,Chairs,Safco Contoured Stacking Chairs,715.2,2016,11,Nov,6.5739594575643325
2018-12-14,2018-12-20,Standard Class,Corporate,Fayetteville,Arkansas,72701.0,South,Technology,Accessories,Microsoft Sculpt Comfort Mouse,159.8,2018,12,Dec,5.080161356744866
2018-12-14,2018-12-20,Standard Class,Corporate,Fayetteville,Arkansas,72701.0,South,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,44.75,2018,12,Dec,3.82319179172153
2015-09-13,2015-09-17,Standard Class,Home Office,Odessa,Texas,79762.0,Central,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",340.116,2015,9,Sep,5.832222595389875
2015-12-07,2015-12-13,Standard Class,Consumer,Virginia Beach,Virginia,23464.0,South,Office Supplies,Paper,Xerox 1909,105.52,2015,12,Dec,4.668332760945732
2018-09-07,2018-09-11,Standard Class,Consumer,Milwaukee,Wisconsin,53209.0,Central,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,13.48,2018,9,Sep,2.6727683869575705
2018-10-07,2018-10-12,Standard Class,Consumer,Detroit,Michigan,48234.0,Central,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",85.52,2018,10,Oct,4.460375601084858
2016-09-05,2016-09-10,Standard Class,Corporate,Rochester,Minnesota,55901.0,Central,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2016,9,Sep,1.9685099809725544
2016-09-05,2016-09-10,Standard Class,Corporate,Rochester,Minnesota,55901.0,Central,Office Supplies,Paper,Xerox 1881,36.84,2016,9,Sep,3.6333667441836774
2015-03-30,2015-04-04,Standard Class,Corporate,Seattle,Washington,98105.0,West,Office Supplies,Storage,Sterilite Show Offs Storage Containers,15.84,2015,3,Mar,2.8237570088141806
2015-03-30,2015-04-04,Standard Class,Corporate,Seattle,Washington,98105.0,West,Office Supplies,Labels,Avery 490,44.4,2015,3,Mar,3.8155121050473024
2018-05-05,2018-05-06,First Class,Consumer,Louisville,Colorado,80027.0,West,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",21.24,2018,5,May,3.1018924693823817
2018-05-05,2018-05-06,First Class,Consumer,Louisville,Colorado,80027.0,West,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",9.552,2018,5,May,2.3563154154150134
2018-05-05,2018-05-06,First Class,Consumer,Louisville,Colorado,80027.0,West,Furniture,Bookcases,Bestar Classic Bookcase,89.991,2018,5,May,4.510760600526913
2018-04-30,2018-05-05,Standard Class,Home Office,San Francisco,California,94122.0,West,Office Supplies,Paper,Xerox 1919,163.96,2018,4,Apr,5.10570302026865
2015-09-08,2015-09-15,Standard Class,Consumer,Houston,Texas,77036.0,Central,Office Supplies,Paper,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",17.904,2015,9,Sep,2.9393735398846066
2015-09-08,2015-09-15,Standard Class,Consumer,Houston,Texas,77036.0,Central,Furniture,Chairs,SAFCO Arco Folding Chair,966.7,2015,9,Sep,6.874922121886897
2015-09-08,2015-09-15,Standard Class,Consumer,Houston,Texas,77036.0,Central,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",182.112,2015,9,Sep,5.2100979874903475
2018-06-20,2018-06-23,First Class,Consumer,Miami,Florida,33180.0,South,Office Supplies,Storage,Plastic Stacking Crates & Casters,4.464,2018,6,Jun,1.698181122268489
2016-12-26,2016-12-30,Standard Class,Consumer,Medina,Ohio,44256.0,East,Furniture,Tables,KI Adjustable-Height Table,51.588,2016,12,Dec,3.962487956834358
2018-08-15,2018-08-19,Standard Class,Corporate,Roseville,Minnesota,55113.0,Central,Office Supplies,Labels,Avery 495,50.4,2018,8,Aug,3.9396381724611196
2018-03-04,2018-03-09,Standard Class,Consumer,Houston,Texas,77041.0,Central,Office Supplies,Paper,Xerox 1934,89.568,2018,3,Mar,4.506100949775808
2018-07-27,2018-07-31,Standard Class,Consumer,Yonkers,New York,10701.0,East,Furniture,Furnishings,Tensor Computer Mounted Lamp,14.89,2018,7,Jul,2.7656899805486246
2018-07-27,2018-07-31,Standard Class,Consumer,Yonkers,New York,10701.0,East,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92,2018,7,Jul,6.30063899489786
2017-09-23,2017-09-26,First Class,Corporate,San Diego,California,92037.0,West,Office Supplies,Envelopes,Poly String Tie Envelopes,4.08,2017,9,Sep,1.6253112615903906
2017-09-23,2017-09-26,First Class,Corporate,San Diego,California,92037.0,West,Office Supplies,Labels,Avery 51,18.9,2017,9,Sep,2.990719731730447
2017-05-30,2017-06-03,Standard Class,Corporate,Springfield,Virginia,22153.0,South,Furniture,Tables,Hon Rectangular Conference Tables,2275.5,2017,5,May,7.730394454774837
2017-05-30,2017-06-03,Standard Class,Corporate,Springfield,Virginia,22153.0,South,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.7,2017,5,May,7.591205596563219
2017-05-30,2017-06-03,Standard Class,Corporate,Springfield,Virginia,22153.0,South,Office Supplies,Labels,Avery 473,62.1,2017,5,May,4.144720769547168
2015-11-16,2015-11-20,Standard Class,Consumer,Decatur,Illinois,62521.0,Central,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,37.296,2015,11,Nov,3.6453454520902078
2015-09-21,2015-09-23,First Class,Home Office,Garland,Texas,75043.0,Central,Furniture,Furnishings,Dana Swing-Arm Lamps,8.544,2015,9,Sep,2.2559126847956152
2017-02-21,2017-02-26,Standard Class,Corporate,Oceanside,New York,11572.0,East,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,68.95,2017,2,Feb,4.24778070111149
2017-02-21,2017-02-26,Standard Class,Corporate,Oceanside,New York,11572.0,East,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",296.37,2017,2,Feb,5.694977154694463
2017-02-21,2017-02-26,Standard Class,Corporate,Oceanside,New York,11572.0,East,Technology,Phones,iOttie HLCRIO102 Car Mount,39.98,2017,2,Feb,3.7130841428107537
2018-11-19,2018-11-21,First Class,Consumer,Houston,Texas,77095.0,Central,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",191.058,2018,11,Nov,5.257797409743131
2018-11-19,2018-11-21,First Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",13.04,2018,11,Nov,2.641910398597665
2018-11-19,2018-11-21,First Class,Consumer,Houston,Texas,77095.0,Central,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1525.188,2018,11,Nov,7.330528402159178
2017-08-21,2017-08-27,Standard Class,Home Office,Greenville,North Carolina,27834.0,South,Office Supplies,Labels,Avery 49,9.216,2017,8,Aug,2.3239551187302383
2017-08-21,2017-08-27,Standard Class,Home Office,Greenville,North Carolina,27834.0,South,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",28.048,2017,8,Aug,3.3689496341120346
2018-04-30,2018-05-05,Standard Class,Corporate,San Francisco,California,94110.0,West,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",64.96,2018,4,Apr,4.189048497691398
2018-04-30,2018-05-05,Standard Class,Corporate,San Francisco,California,94110.0,West,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",30.56,2018,4,Apr,3.4518904959776733
2017-05-02,2017-05-08,Standard Class,Consumer,Greensboro,North Carolina,27405.0,South,Furniture,Chairs,"Global Stack Chair without Arms, Black",187.056,2017,5,May,5.236739790815217
2018-10-02,2018-10-05,First Class,Home Office,Knoxville,Tennessee,37918.0,South,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",11.808,2018,10,Oct,2.5500699756944134
2018-10-02,2018-10-05,First Class,Home Office,Knoxville,Tennessee,37918.0,South,Furniture,Furnishings,Eldon 500 Class Desk Accessories,9.656,2018,10,Oct,2.366123113798033
2018-10-02,2018-10-05,First Class,Home Office,Knoxville,Tennessee,37918.0,South,Office Supplies,Paper,Xerox 1996,20.736,2018,10,Oct,3.0789698721240466
2018-10-02,2018-10-05,First Class,Home Office,Knoxville,Tennessee,37918.0,South,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,2018,10,Oct,3.344979701663927
2018-10-02,2018-10-05,First Class,Home Office,Knoxville,Tennessee,37918.0,South,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2314.116,2018,10,Oct,7.747215073256331
2018-10-02,2018-10-05,First Class,Home Office,Knoxville,Tennessee,37918.0,South,Office Supplies,Binders,Lock-Up Easel 'Spel-Binder',34.236,2018,10,Oct,3.5620682872475493
2018-10-02,2018-10-05,First Class,Home Office,Knoxville,Tennessee,37918.0,South,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",19.76,2018,10,Oct,3.033028058297688
